x,y,z
1446.3,1454.225,1787.8
1476.8461538461538,1759.8846153846155,1535.3076923076924
1766.525,1477.625,1428.45
1178.7536231884058,1464.4492753623188,1471.1304347826087
1473.9285714285713,1757.142857142857,1531.5
1468.6625,1320.8875,1336.2125
